Herat,34.3508273,62.2164003
Kabul,34.5260109,69.1776838
Algiers,36.7753606,3.0601882
Annaba,36.8982165,7.7549272
Bechar,31.385726,-2.011595847987405
Biskra,34.784563500000004,5.812435334419206
Constantine,36.3641642,6.6084281
Djanet,24.071521,9.615584725366856
Djelfa,34.342841,3.217253079090331
Ghardaia,32.485855,3.677104
Oran,35.7044415,-0.6502981
Setif,36.1895852,5.4024656
Tamanrasset,24.3753438,4.3208436
Tlemcen,34.881789,-1.316699
Luanda,-8.8272699,13.2439512
St.John'sAntigua,17.1184569,-61.8448509
Bariloche,-41.1334421,-71.3098425
BuenosAires,-34.6075682,-58.4370894
Cordoba,37.8845813,-4.7760138
ElCalafate,-50.3388712,-72.2720843
Iguazu,-27.6034457,-55.3175431
MardelPlata,-37.9977225,-57.5482703
Mendoza,-34.787093049999996,-68.43818677312292
Salta,-25.1076701,-64.3494964
Trelew,-43.2531242,-65.3094407
Ushuaia,-54.806115899999995,-68.3184972880496
Dilijan,40.7417183,44.8721946
Jermuk,39.8388185,45.6712635
Kapan,39.2075659,46.4049281
Sevan,40.39251994999999,45.34608665450213
Vanadzor,40.8111917,44.4851995
Yerevan,40.1777112,44.5126233
Adelaide,-34.9281805,138.5999312
AdventureBay,-43.3623416,147.3291054
Albany,41.000028,19.9999619
AlbionPark,-34.5708425,150.7752326
Albury,-36.0737304,146.9135396
Albury/Wodonga,-36.0895979,146.8806299
AliceSprings,-23.6983884,133.8812885
Alyangula,-13.8511843,136.4201454
Ararat,-37.2843443,142.930621
Argyle,33.110156,-97.17975755365843
Armidale,-30.5144881,151.6656564
Augusta,33.4709714,-81.9748429
Avalon,33.34221,-118.3272612
Ayr/HomeHill,-19.5961275,147.3945513
Bairnsdale,-37.8254509,147.6304752
Ballarat,-37.5623025,143.8605649
Ballina,-28.86574,153.5659468
BatemansBay,-35.7072183,150.178289
Bathurst,-33.4166378,149.5804943
Beechworth,-36.3594929,146.687012
Bega,-36.6780983,149.8408283
Bellerive,38.71144,-90.3140032
BenLomond,37.0891143,-122.086352
Benalla,-36.571408500000004,145.99119663118555
Bendigo,-36.7588767,144.2825931
Bicheno,-41.8748974,148.3038105
Bondi,48.9031,2.48291
Borroloola,-16.0594471,136.3054069
Bothwell,55.8026551,-4.0676955
Bourke,-30.0914494,145.9429902
Bowen,40.2333789,-91.0626375
Bowral,-34.4816626,150.4177868
Bridgetown,13.0977832,-59.6184184
Bridport,50.733785,-2.7589005
Brisbane,-27.4689682,153.0234991
BrisbaneAirport,-27.3874138,153.1214764869268
BrisbaneBayside,-27.5776691,153.3046209561504
BrokenHill,-31.965,141.4511111
Broome,42.1455623,-75.8404114
Bunbury,-33.3267797,115.636698
Bundaberg,-24.8653253,152.3516785
Busselton,-33.644499,115.3488754
Cabramurra,-35.9361681,148.3808612
Cairns,-16.9206657,145.7721854
CampbellTown[NSW],-41.9284173,147.4958801
CampbellTown[TAS],-41.9284173,147.4958801
Canberra,-35.2975906,149.1012676
Canterbury,51.2800275,1.0802533
